id_str,retweet_count,favorite_count
730211855403241472,975,3555
730196704625098752,1730,4500
729854734790754305,1038,3778
729838605770891264,347,1625
729823566028484608,1150,3707
729463711119904772,2134,5403
729113531270991872,293,1762
728986383096946689,748,2929
728760639972315136,1575,4363
728751179681943552,626,2592
728653952833728512,961,3101
728409960103686147,1855,4590
728387165835677696,889,3475
728046963732717569,1104,4002
728035342121635841,1542,4244
728015554473250816,1016,3860
727685679342333952,585,2786
727644517743104000,1616,5482
727524757080539137,1110,4189
727314416056803329,685,3117
727286334147182592,763,2870
727175381690781696,1268,3644
727155742655025152,1219,3383
726935089318363137,2253,6413
726887082820554753,1394,3589
726828223124897792,934,3353
726224900189511680,1058,4147
725842289046749185,2462,6632
725786712245440512,1267,3913
725729321944506368,1637,4866
725458796924002305,568,1325
724983749226668032,1191,3497
724771698126512129,577,2198
724405726123311104,1540,4939
724049859469295616,1652,4050
724046343203856385,521,2503
724004602748780546,1415,3905
723912936180330496,1148,3653
723688335806480385,2687,7169
723673163800948736,829,2837
723179728551723008,1725,4935
722974582966214656,1458,3836
722613351520608256,1517,4649
721503162398597120,1673,4304
721001180231503872,565,2379
720785406564900865,711,2891
720775346191278080,595,2301
720415127506415616,1389,3872
720389942216527872,2299,5964
720340705894408192,901,2674
720059472081784833,1039,3609
720043174954147842,1861,4643
719991154352222208,1614,4551
719704490224398336,1317,4258
719551379208073216,1751,4726
719367763014393856,697,2632
719339463458033665,1143,4176
719332531645071360,878,3229
718971898235854848,1001,3255
718939241951195136,1619,4895
718631497683582976,7380,17651
718613305783398402,438,2293
718540630683709445,943,2290
718460005985447936,484,2539
718454725339934721,1401,4562
718246886998687744,456,1788
718234618122661888,926,3628
717841801130979328,555,2309
717790033953034240,1005,2675
717537687239008257,1702,5411
717428917016076293,415,1513
717421804990701568,773,2934
717047459982213120,1770,5891
717009362452090881,889,3032
716802964044845056,1075,4030
716791146589110272,1470,7767
716730379797970944,403,1152
716447146686459905,5418,12221
716439118184652801,195,2238
716285507865542656,979,2597
716080869887381504,1748,6356
715928423106027520,809,2989
715758151270801409,1315,3476
715733265223708672,1561,4372
715704790270025728,526,2607
715696743237730304,1192,3679
715680795826982913,1477,4025
715360349751484417,1437,5116
715342466308784130,636,2846
715220193576927233,600,2262
715200624753819648,1727,4835
715009755312439296,1132,3890
714982300363173890,952,3489
714962719905021952,3930,6885
714957620017307648,1302,3884
714631576617938945,918,3068
714606013974974464,854,3408
714485234495041536,1036,2497
714258258790387713,682,2860
714251586676113411,777,3082
714214115368108032,811,2143
714141408463036416,1305,4067
713919462244790272,736,3094
713909862279876608,498,1779
713900603437621249,679,2662
713761197720473600,1260,4542
713411074226274305,1205,4156
713177543487135744,2647,6763
713175907180089344,1357,4159
712809025985978368,6198,17845
712717840512598017,4590,11524
712668654853337088,1122,3892
712438159032893441,1445,4991
712309440758808576,24,223
712097430750289920,958,3537
712092745624633345,830,2749
712085617388212225,449,3072
712065007010385924,580,2102
711998809858043904,122,0
711968124745228288,2135,7543
711743778164514816,923,2669
711732680602345472,3770,8235
711694788429553666,16956,30779
711652651650457602,839,3610
711363825979756544,1044,3382
711306686208872448,687,3099
711008018775851008,569,2797
710997087345876993,1279,4289
710844581445812225,631,2391
710833117892898816,492,2517
710658690886586372,528,2177
710609963652087808,2198,4500
710588934686908417,1729,4248
710296729921429505,682,2242
710283270106132480,489,2028
710272297844797440,1165,4221
710269109699739648,1032,2240
710153181850935296,830,2731
710140971284037632,822,2564
710117014656950272,1829,5105
709918798883774466,1008,3285
709901256215666688,96,616
709852847387627521,1114,3280
709566166965075968,1107,3322
709556954897764353,995,3075
709519240576036864,221,1407
709449600415961088,531,2060
709409458133323776,639,2480
709225125749587968,530,2249
709207347839836162,5305,11636
709198395643068416,598,2300
709179584944730112,623,1891
709158332880297985,376,1906
709042156699303936,1512,4420
708853462201716736,603,1693
708845821941387268,828,2782
708834316713893888,465,1580
708810915978854401,6386,15469
708738143638450176,756,2583
708711088997666817,659,2371
708479650088034305,635,2383
708469915515297792,751,2901
708400866336894977,9261,14924
708356463048204288,1226,3355
708349470027751425,686,2219
708149363256774660,1440,4050
708130923141795840,797,3163
708119489313951744,911,2519
708109389455101952,514,1833
708026248782585858,1788,4136
707995814724026368,1036,2923
707983188426153984,2,46
707969809498152960,887,2532
707776935007539200,886,3077
707741517457260545,565,2330
707738799544082433,2251,3803
707693576495472641,927,3177
707629649552134146,802,2402
707610948723478529,5843,15905
707420581654872064,647,2108
707411934438625280,555,2158
707387676719185920,1174,3279
707377100785885184,999,3063
707315916783140866,593,2326
707297311098011648,723,2622
707059547140169728,628,2442
707038192327901184,732,2046
707021089608753152,1249,3812
707014260413456384,552,2156
706904523814649856,7251,13657
706901761596989440,536,1913
706681918348251136,905,3091
706644897839910912,1010,2389
706593038911545345,591,2024
706538006853918722,1327,3252
706516534877929472,949,2930
706346369204748288,862,3241
706310011488698368,7289,19886
706291001778950144,443,1600
706265994973601792,862,2567
706169069255446529,2044,3661
706166467411222528,1485,4813
706153300320784384,351,1390
705975130514706432,673,2910
705970349788291072,819,2981
705898680587526145,509,2231
705786532653883392,477,1826
705591895322394625,1055,2966
705475953783398401,850,2798
705442520700944385,1488,4131
705428427625635840,1549,3575
705239209544720384,690,2814
705223444686888960,737,2415
705102439679201280,481,2010
705066031337840642,563,2048
704871453724954624,1039,4030
704859558691414016,491,2113
704847917308362754,1402,4775
704819833553219584,912,2476
704761120771465216,2696,6233
704499785726889984,924,2709
704491224099647488,73,701
704480331685040129,997,3197
704364645503647744,3292,7474
704347321748819968,321,1477
704134088924532736,417,1409
704113298707505153,529,1744
704054845121142784,857,2751
703774238772166656,413,1738
703769065844768768,1044,3056
703631701117943808,612,2402
703611486317502464,1413,3607
703425003149250560,1253,3553
703407252292673536,640,2291
703382836347330562,1051,3273
703356393781329922,356,1804
703268521220972544,503,1854
703079050210877440,2863,6937
703041949650034688,11513,24734
702932127499816960,668,2413
702899151802126337,418,1509
702684942141153280,985,3035
702671118226825216,516,2047
702598099714314240,3186,11493
702539513671897089,889,2699
702332542343577600,1426,2974
702321140488925184,972,3084
702276748847800320,711,2318
702217446468493312,1246,4478
701981390485725185,913,3230
701952816642965504,948,3607
701889187134500865,1287,3320
701805642395348998,1540,3189
701601587219795968,426,1974
701570477911896070,867,2638
701545186879471618,567,2503
701214700881756160,4733,11464
700890391244103680,522,2079
700864154249383937,578,2440
700847567345688576,459,2317
700796979434098688,872,2285
700747788515020802,8606,21366
700518061187723268,738,2449
700505138482569216,534,2148
700462010979500032,1649,3850
700167517596164096,671,2473
700151421916807169,624,2094
700143752053182464,2496,7044
700062718104104960,629,2480
700029284593901568,539,1946
700002074055016451,1237,3085
699801817392291840,873,2821
699788877217865730,478,2099
699779630832685056,1138,2557
699775878809702401,557,1837
699691744225525762,4249,9620
699446877801091073,2437,5613
699434518667751424,473,2053
699423671849451520,297,1274
699413908797464576,583,1960
699370870310113280,401,1780
699323444782047232,794,2947
699088579889332224,576,2122
699079609774645248,596,2296
699072405256409088,1101,2776
699060279947165696,1659,3510
699036661657767936,1117,2441
698989035503689728,892,3123
698953797952008193,847,2526
698907974262222848,569,2381
698710712454139905,630,2313
698703483621523456,345,1345
698635131305795584,321,1219
698549713696649216,573,2189
698355670425473025,407,1729
698342080612007937,891,2119
698262614669991936,1828,4472
698195409219559425,5543,15762
698178924120031232,690,2632
697995514407682048,311,1434
697990423684476929,1194,3073
697943111201378304,625,2235
697881462549430272,1074,2836
697630435728322560,504,1625
697616773278015490,937,2929
697596423848730625,1163,2823
697575480820686848,465,1918
697516214579523584,1023,1910
697482927769255936,620,2275
697463031882764288,1293,3225
697270446429966336,1744,4434
697259378236399616,920,3095
697255105972801536,1078,2874
697242256848379904,627,2370
696900204696625153,956,2956
696894894812565505,632,2201
696886256886657024,1655,4526
696877980375769088,655,2293
696754882863349760,332,1391
696744641916489729,858,1930
696713835009417216,599,2220
696518437233913856,1599,3687
696490539101908992,129,1147
696488710901260288,949,2349
696405997980676096,1068,2999
696100768806522880,598,1811
695816827381944320,1071,2811
695794761660297217,721,2966
695767669421768709,677,1737
695629776980148225,1934,4279
695446424020918272,1687,4158
695409464418041856,3323,8145
695314793360662529,1330,3389
695095422348574720,565,2498
695074328191332352,1019,2661
695064344191721472,538,1501
695051054296211456,734,2480
694925794720792577,846,2538
694905863685980160,862,2580
694669722378485760,13310,33606
694356675654983680,261,1416
694352839993344000,558,1904
694342028726001664,447,1496
694329668942569472,464,1867
694206574471057408,1888,3889
694183373896572928,859,2766
694001791655137281,944,3198
693993230313091072,372,1770
693942351086120961,337,1645
693647888581312512,533,2524
693644216740769793,116,1285
693642232151285760,383,2394
693629975228977152,739,2294
693622659251335168,343,1441
693590843962331137,1815,4738
693582294167244802,229,1545
693486665285931008,582,1662
693280720173801472,1147,3141
693267061318012928,744,2232
693262851218264065,461,2070
693231807727280129,691,2715
693155686491000832,2966,7392
693109034023534592,562,1600
693095443459342336,419,1735
692919143163629568,710,2550
692905862751522816,814,2276
692901601640583168,555,1647
692894228850999298,732,2121
692828166163931137,824,2705
692752401762250755,3374,6401
692568918515392513,1430,4088
692535307825213440,1260,2950
692530551048294401,378,1730
692423280028966913,203,1394
692417313023332352,3203,8804
692187005137076224,762,2379
692158366030913536,738,2012
692142790915014657,362,1539
692041934689402880,1166,3175
692017291282812928,889,2722
691820333922455552,1531,3723
691793053716221953,3914,7616
691756958957883396,914,2651
691675652215414786,471,1832
691483041324204033,516,2237
691459709405118465,1047,3797
691444869282295808,771,2473
691416866452082688,7063,18165
691321916024623104,616,2429
691096613310316544,818,2803
691090071332753408,314,1629
690989312272396288,2666,5546
690959652130045952,1137,3363
690938899477221376,1790,3833
690932576555528194,933,3082
690735892932222976,1177,3557
690728923253055490,477,2034
690690673629138944,764,2189
690649993829576704,253,1226
690607260360429569,15,284
690597161306841088,560,1818
690400367696297985,419,1781
690374419777196032,783,3030
690360449368465409,814,2492
690348396616552449,478,1398
690248561355657216,376,1572
690021994562220032,947,2635
690015576308211712,678,2350
690005060500217858,1564,3440
689999384604450816,336,1332
689993469801164801,419,1371
689977555533848577,419,1287
689905486972461056,642,2303
689877686181715968,1072,2857
689835978131935233,700,2048
689661964914655233,866,3040
689659372465688576,3568,9698
689623661272240129,594,2075
689599056876867584,5129,10946
689557536375177216,420,1935
689517482558820352,1319,3197
689289219123089408,866,2112
689283819090870273,1024,3068
689280876073582592,649,1860
689275259254616065,232,1077
689255633275777024,1001,2401
689154315265683456,918,2897
689143371370250240,466,1893
688916208532455424,792,2538
688908934925697024,712,1971
688898160958271489,722,1963
688894073864884227,634,2097
688828561667567616,336,1292
688804835492233216,174,906
688789766343622656,615,2090
688547210804498433,646,2433
688519176466644993,675,2188
688385280030670848,4157,8701
688211956440801280,777,2112
688179443353796608,541,2011
688116655151435777,711,2660
688064179421470721,331,1630
687841446767013888,2304,5104
687826841265172480,1033,2566
687818504314159109,888,2325
687807801670897665,668,2233
687732144991551489,614,1650
687704180304273409,778,2280
687664829264453632,477,1821
687494652870668288,536,1787
687480748861947905,222,1503
687476254459715584,493,1852
687460506001633280,499,1934
687399393394311168,570,1776
687317306314240000,8510,18952
687312378585812992,1764,4091
687127927494963200,2091,5073
687124485711986689,470,2054
687109925361856513,2281,5451
687102708889812993,888,2196
687096057537363968,561,2109
686947101016735744,2963,8118
686760001961103360,1286,3296
686749460672679938,1341,3255
686730991906516992,1115,3870
686683045143953408,749,2651
686618349602762752,1265,3472
686606069955735556,504,1784
686394059078897668,641,1630
686386521809772549,814,3050
686377065986265092,523,2078
686358356425093120,609,2027
686286779679375361,1559,3790
686050296934563840,678,2094
686035780142297088,109,1080
686034024800862208,1062,2894
686007916130873345,373,2318
686003207160610816,570,1709
685973236358713344,483,1970
685943807276412928,546,1527
685906723014619143,2643,7007
685681090388975616,114,1919
685667379192414208,518,2214
685663452032069632,1361,3023
685641971164143616,706,2732
685547936038666240,14389,30852
685532292383666176,1061,2843
685325112850124800,3647,8822
685321586178670592,589,2491
685315239903100929,959,3089
685307451701334016,406,1956
685268753634967552,1097,2903
685198997565345792,609,2179
685169283572338688,1309,3852
684969860808454144,337,2250
684959798585110529,2876,6385
684940049151070208,960,2998
684926975086034944,428,3278
684914660081053696,1349,3280
684902183876321280,480,1749
684880619965411328,742,1958
684830982659280897,20073,32847
684800227459624960,924,2554
684594889858887680,3239,8339
684588130326986752,1304,3868
684567543613382656,1122,2804
684538444857667585,877,2477
684481074559381504,1092,3634
684460069371654144,515,1853
684241637099323392,3008,7609
684225744407494656,189,1170
684222868335505415,1262,3588
684200372118904832,965,2007
684195085588783105,466,1783
684188786104872960,1076,3284
684177701129875456,604,1895
684147889187209216,1401,2805
684122891630342144,433,1886
684097758874210310,1329,3855
683857920510050305,1040,3576
683852578183077888,322,1816
683849932751646720,869,2443
683834909291606017,1043,2458
683828599284170753,983,2622
683773439333797890,1243,3122
683742671509258241,3068,6061
683515932363329536,2668,6895
683498322573824003,892,2977
683481228088049664,923,2499
683462770029932544,629,2279
683449695444799489,1486,3631
683391852557561860,2213,7178
683357973142474752,841,2720
683142553609318400,961,2687
683111407806746624,835,3188
683098815881154561,600,2034
683078886620553216,524,1886
683030066213818368,687,2028
682962037429899265,15140,34342
682808988178739200,157,1654
682788441537560576,1035,2321
682750546109968385,404,1421
682697186228989953,339,1232
682662431982772225,1004,2862
682638830361513985,549,1941
682429480204398592,1068,3226
682406705142087680,1618,7083
682393905736888321,613,2106
682389078323662849,436,1572
682303737705140231,902,2876
682259524040966145,1105,3876
682242692827447297,1063,3031
682088079302213632,9059,17048
682059653698686977,1561,4612
682047327939461121,864,3002
682032003584274432,1847,6158
682003177596559360,1388,2912
681981167097122816,941,2631
681891461017812993,762,2308
681694085539872773,3770,12009
681679526984871937,407,1665
681654059175129088,836,2462
681610798867845120,430,1773
681579835668455424,1200,3310
681523177663676416,5300,13359
681340665377193984,250,1541
681339448655802368,3766,8694
681320187870711809,683,2461
681302363064414209,1666,3665
681297372102656000,878,3012
681281657291280384,1017,3027
681261549936340994,245,1357
681242418453299201,484,1393
681231109724700672,455,2266
681193455364796417,1365,3465
680970795137544192,600,2247
680959110691590145,1850,4286
680940246314430465,955,2974
680934982542561280,404,1955
680913438424612864,571,2252
680889648562991104,335,1639
680836378243002368,1218,3230
680805554198020098,621,2016
680801747103793152,756,2225
680798457301471234,954,2645
680609293079592961,646,2457
680583894916304897,1218,3369
680497766108381184,1772,3949
680494726643068929,448,1599
680473011644985345,693,2386
680440374763077632,459,1354
680221482581123072,272,1391
680206703334408192,1075,2641
680191257256136705,456,2015
680176173301628928,1424,3617
680161097740095489,681,2173
680145970311643136,1600,3390
680130881361686529,869,2141
680115823365742593,845,2541
680100725817409536,1273,3359
680085611152338944,8302,11950
680070545539371008,793,2428
679877062409191424,597,1842
679872969355714560,610,2051
679862121895714818,566,2297
679854723806179328,1130,2657
679844490799091713,700,2224
679828447187857408,12846,33707
679777920601223168,1012,2899
679736210798047232,730,1949
679729593985699840,767,2026
679722016581222400,433,1559
679530280114372609,1923,4450
679527802031484928,664,2457
679511351870550016,1166,3125
679503373272485890,1356,2954
679475951516934144,594,1949
679462823135686656,17248,29332
679405845277462528,1093,2208
679158373988876288,7371,19736
679148763231985668,952,2591
679132435750195208,1057,2760
679111216690831360,2364,5519
679062614270468097,7340,15736
679047485189439488,601,2088
679001094530465792,1120,2648
678991772295516161,1045,2117
678969228704284672,420,1526
678800283649069056,830,2387
678798276842360832,1054,3204
678774928607469569,834,2607
678767140346941444,1255,3275
678764513869611008,429,1508
678755239630127104,2989,6578
678740035362037760,1514,3445
678708137298427904,2232,5213
678675843183484930,1340,2640
678643457146150913,365,1902
678446151570427904,1398,3716
678424312106393600,2335,5070
678410210315247616,1639,3899
678399652199309312,29123,74618
678396796259975168,381,1473
678389028614488064,386,1731
678380236862578688,836,2270
678341075375947776,481,1594
678334497360859136,228,1197
678278586130948096,5593,10599
678255464182861824,337,1475
678023323247357953,347,1767
678021115718029313,5741,12581
677961670166224897,1555,3171
677918531514703872,375,1242
677895101218201600,1884,4461
677716515794329600,896,2824
677700003327029250,1317,3158
677698403548192770,293,1136
677687604918272002,775,2309
677673981332312066,1374,3088
677662372920729601,862,1808
677644091929329666,744,1737
677573743309385728,624,1972
677565715327688705,420,1211
677557565589463040,1046,2270
677547928504967168,3357,6424
677530072887205888,209,984
677335745548390400,1577,2799
677334615166730240,257,1253
677331501395156992,213,1002
677328882937298944,1375,3389
677314812125323265,481,1527
677301033169788928,362,1130
677269281705472000,648,1830
677228873407442944,1496,3265
677187300187611136,831,2530
676975532580409345,972,2567
676957860086095872,735,2067
676949632774234114,360,1206
676948236477857792,787,1987
676946864479084545,335,1604
676942428000112642,680,1906
676936541936185344,4510,11793
676916996760600576,1650,2739
676897532954456065,658,2080
676864501615042560,644,1933
676821958043033607,14066,21072
676819651066732545,605,1679
676811746707918848,391,1329
676776431406465024,1833,4595
676617503762681856,870,2661
676613908052996102,184,1000
676606785097199616,395,1751
676603393314578432,348,1064
676593408224403456,1946,4197
676590572941893632,113,852
676588346097852417,714,2115
676582956622721024,252,1095
676575501977128964,1017,2379
676533798876651520,502,1725
676496375194980353,475,1402
676470639084101634,4258,10758
676440007570247681,604,1593
676430933382295552,308,1281
676263575653122048,491,1920
676237365392908289,255,1111
676219687039057920,28150,70609
676215927814406144,526,1599
676191832485810177,938,2091
676146341966438401,606,1780
676121918416756736,1050,1986
676101918813499392,1064,2613
676098748976615425,1274,2723
676089483918516224,399,1209
675898130735476737,517,1482
675891555769696257,777,1957
675888385639251968,852,2161
675878199931371520,1268,3832
675870721063669760,512,1497
675853064436391936,1163,2469
675849018447167488,127,878
675845657354215424,793,2090
675822767435051008,484,1404
675820929667219457,215,971
675798442703122432,3115,9464
675781562965868544,426,1486
675740360753160193,302,1082
675710890956750848,734,1723
675707330206547968,618,1811
675706639471788032,86,594
675534494439489536,369,1686
675531475945709568,342,1085
675522403582218240,254,952
675517828909424640,415,1173
675501075957489664,5309,15799
675497103322386432,1169,2865
675489971617296384,537,1177
675483430902214656,876,1687
675432746517426176,513,1383
675372240448454658,467,1547
675362609739206656,199,964
675354435921575936,15117,29850
675349384339542016,2043,3584
675334060156301312,1157,2519
675166823650848770,1401,3230
675153376133427200,2300,5694
675149409102012420,1528,3414
675147105808306176,204,856
675146535592706048,260,1078
675145476954566656,800,1942
675135153782571009,421,1182
675113801096802304,699,1767
675111688094527488,220,877
675109292475830276,1010,2555
675047298674663426,282,949
675015141583413248,1063,2466
675006312288268288,206,893
675003128568291329,417,1414
674999807681908736,979,2033
674805413498527744,321,781
674800520222154752,768,2737
674793399141146624,976,2271
674790488185167872,222,1008
674788554665512960,184,731
674781762103414784,1070,1827
674774481756377088,420,1004
674767892831932416,704,1655
674764817387900928,204,711
674754018082705410,392,1239
674752233200820224,410,1329
674743008475090944,481,1277
674742531037511680,46,439
674739953134403584,337,986
674737130913071104,81,591
674690135443775488,419,1043
674670581682434048,583,1476
674664755118911488,211,830
674646392044941312,435,1301
674644256330530816,251,944
674638615994089473,526,1532
674632714662858753,514,1365
674606911342424069,87,848
674468880899788800,1819,5660
674447403907457024,316,968
674436901579923456,350,1010
674422304705744896,480,1303
674416750885273600,120,626
674410619106390016,411,1089
674394782723014656,503,1360
674372068062928900,283,778
674330906434379776,68,520
674318007229923329,459,1279
674307341513269249,6171,10311
674291837063053312,5241,13397
674271431610523648,659,1417
674269164442398721,208,836
674265582246694913,747,1484
674262580978937856,397,1195
674255168825880576,482,1329
674082852460433408,148,693
674075285688614912,251,904
674063288070742018,1942,5825
674053186244734976,1153,2993
674051556661161984,441,1316
674045139690631169,575,1284
674042553264685056,114,646
674038233588723717,375,1000
674036086168010753,184,774
674024893172875264,1104,1607
674019345211760640,271,1031
674014384960745472,572,1422
674008982932058114,313,1101
673956914389192708,856,1779
673919437611909120,331,1068
673906403526995968,1472,2896
673887867907739649,226,854
673716320723169284,681,2817
673715861853720576,1841,3205
673711475735838725,270,952
673709992831262724,240,764
673708611235921920,261,971
673707060090052608,352,1004
673705679337693185,365,1142
673700254269775872,512,1301
673697980713705472,1731,3575
673689733134946305,587,1571
673688752737402881,445,1143
673686845050527744,387,1298
673680198160809984,422,1245
673662677122719744,335,1143
673656262056419329,208,658
673636718965334016,325,1007
673612854080196609,647,1440
673583129559498752,320,1084
673580926094458881,245,753
673576835670777856,501,1251
673363615379013632,269,935
673359818736984064,605,1315
673355879178194945,509,1362
673352124999274496,479,1512
673350198937153538,187,693
673345638550134785,1128,2264
673343217010679808,242,876
673342308415348736,507,1159
673320132811366400,6989,12167
673317986296586240,221,801
673295268553605120,2814,6838
673270968295534593,322,971
673240798075449344,631,1295
673213039743795200,740,2005
673148804208660480,559,1520
672997845381865473,638,1780
672995267319328768,262,856
672988786805112832,258,885
672984142909456390,482,1131
672980819271634944,903,1652
672975131468300288,800,1520
672970152493887488,317,855
672968025906282496,484,1202
672964561327235073,574,1279
672902681409806336,437,1246
672898206762672129,372,808
672884426393653248,751,1390
672877615439593473,316,927
672834301050937345,512,1180
672828477930868736,431,1125
672640509974827008,283,889
672622327801233409,429,1173
672614745925664768,524,1110
672609152938721280,344,987
672604026190569472,349,990
672594978741354496,543,1195
672591762242805761,292,859
672591271085670400,166,651
672538107540070400,324,922
672523490734551040,149,560
672488522314567680,383,1013
672482722825261057,533,1008
672481316919734272,116,650
672475084225949696,625,1315
672466075045466113,463,1218
672272411274932228,2998,5817
672267570918129665,544,1344
672264251789176834,295,1026
672256522047614977,1347,2557
672254177670729728,666,1301
672248013293752320,531,1568
672245253877968896,138,618
672239279297454080,283,814
672231046314901505,901,1645
672222792075620352,180,713
672205392827572224,1026,2027
672169685991993344,326,923
672160042234327040,311,787
672139350159835138,614,1574
672125275208069120,1012,2147
672095186491711488,331,891
672082170312290304,325,851
672068090318987265,451,1158
671896809300709376,3734,7729
671891728106971137,502,1190
671882082306625538,1243,3159
671879137494245376,590,1278
671874878652489728,491,1128
671866342182637568,429,1013
671855973984772097,383,807
671789708968640512,3064,6411
671768281401958400,441,1075
671763349865160704,800,1516
671744970634719232,677,1231
671743150407421952,208,684
671735591348891648,673,1312
671729906628341761,3878,7650
671561002136281088,6440,11584
671550332464455680,189,822
671547767500775424,511,1222
671544874165002241,912,1757
671542985629241344,495,979
671538301157904385,341,846
671536543010570240,357,1059
671533943490011136,512,911
671528761649688577,226,754
671520732782923777,466,1247
671518598289059840,260,848
671511350426865664,619,1443
671504605491109889,3197,6331
671497587707535361,404,837
671488513339211776,427,899
671486386088865792,177,521
671485057807351808,204,689
671390180817915904,670,1299
671362598324076544,265,999
671357843010908160,136,358
671355857343524864,107,432
671347597085433856,379,855
671186162933985280,184,653
671182547775299584,294,995
671166507850801152,309,788
671163268581498880,985,1483
671159727754231808,71,319
671154572044468225,193,633
671151324042559489,135,595
671147085991960577,198,595
671141549288370177,580,1038
671138694582165504,353,832
671134062904504320,168,660
671122204919246848,2232,3129
671115716440031232,691,1236
671109016219725825,387,1029
670995969505435648,252,987
670842764863651840,7710,22402
670840546554966016,169,526
670838202509447168,610,1000
670833812859932673,111,385
670832455012716544,188,659
670826280409919488,3581,4946
670823764196741120,165,689
670822709593571328,84,549
670815497391357952,1349,2826
670811965569282048,236,1005
670807719151067136,437,1059
670804601705242624,842,1771
670803562457407488,81,310
670797304698376195,209,668
670792680469889025,240,742
670789397210615808,212,592
670786190031921152,175,540
670783437142401025,342,750
670782429121134593,673,1383
670780561024270336,257,715
670778058496974848,63,302
670764103623966721,380,974
670755717859713024,93,396
670733412878163972,458,865
670727704916926465,320,747
670717338665226240,426,1075
670704688707301377,327,700
670691627984359425,216,530
670679630144274432,251,674
670676092097810432,36,220
670668383499735048,4414,9596
670474236058800128,650,1358
670468609693655041,79,323
670465786746662913,483,876
670452855871037440,180,497
670449342516494336,581,1093
670444955656130560,1770,6152
670442337873600512,178,585
670435821946826752,454,958
670434127938719744,573,1281
670433248821026816,101,299
670428280563085312,538,1261
670427002554466305,144,472
670421925039075328,563,1164
670420569653809152,277,551
670417414769758208,291,513
670411370698022913,789,1824
670408998013820928,194,496
670403879788544000,133,387
670385711116361728,180,507
670374371102445568,241,684
670361874861563904,58,297
670338931251150849,99,387
670319130621435904,1090,3528
670303360680108032,113,395
670290420111441920,255,633
670093938074779648,289,926
670086499208155136,224,631
670079681849372674,1079,1995
670073503555706880,694,1408
670069087419133954,210,561
670061506722140161,297,679
670055038660800512,286,601
670046952931721218,157,580
670040295598354432,100,676
670037189829525505,245,532
670003130994700288,83,298
669993076832759809,73,294
669972011175813120,138,405
669970042633789440,48,273
669942763794931712,139,454
669926384437997569,84,344
669923323644657664,53,207
669753178989142016,349,719
669749430875258880,58,230
669684865554620416,76,456
669683899023405056,96,344
669682095984410625,120,316
669680153564442624,250,599
669661792646373376,375,725
669625907762618368,1603,3174
669603084620980224,321,863
669597912108789760,135,456
669583744538451968,825,1342
669573570759163904,121,395
669571471778410496,900,1434
669567591774625800,46,208
669564461267722241,105,347
669393256313184256,62,320
669375718304980992,643,1198
669371483794317312,151,445
669367896104181761,135,413
669363888236994561,203,563
669359674819481600,104,337
669354382627049472,1117,2428
669353438988365824,231,573
669351434509529089,162,387
669328503091937280,373,918
669327207240699904,108,513
669324657376567296,187,444
669216679721873412,356,1076
669214165781868544,138,393
669203728096960512,414,905
669037058363662336,273,585
669015743032369152,329,664
669006782128353280,214,523
669000397445533696,5619,18970
668994913074286592,198,393
668992363537309700,297,667
668989615043424256,296,605
668988183816871936,399,813
668986018524233728,144,490
668981893510119424,268,494
668979806671884288,301,719
668975677807423489,511,1168
668967877119254528,18,129
668960084974809088,215,629
668955713004314625,64,245
668932921458302977,50,230
668902994700836864,90,284
668892474547511297,131,362
668872652652679168,271,480
668852170888998912,142,415
668826086256599040,117,388
668815180734689280,230,506
668779399630725120,327,644
668655139528511488,194,479
668645506898350081,466,793
668643542311546881,458,796
668641109086707712,477,961
668636665813057536,440,934
668633411083464705,1407,2512
668631377374486528,287,635
668627278264475648,100,286
668625577880875008,113,339
668623201287675904,661,1270
668620235289837568,35,186
668614819948453888,280,554
668587383441514497,942,1500
668567822092664832,49,210
668544745690562560,202,460
668542336805281792,183,405
668537837512433665,63,229
668528771708952576,195,414
668507509523615744,90,286
668496999348633600,117,365
668484198282485761,210,377
668480044826800133,130,408
668466899341221888,452,790
668297328638447616,260,566
668291999406125056,29,218
668286279830867968,123,449
668274247790391296,205,741
668268907921326080,209,495
668256321989451776,532,1166
668248472370458624,414,857
668237644992782336,2485,5554
668226093875376128,89,259
668221241640230912,174,459
668204964695683073,176,499
668190681446379520,176,582
668171859951755264,163,436
668154635664932864,278,449
668142349051129856,246,516
668113020489474048,211,601
667937095915278337,707,1127
667924896115245057,97,269
667915453470232577,49,189
667911425562669056,254,438
667902449697558528,344,776
667886921285246976,936,1676
667885044254572545,411,745
667878741721415682,105,355
667873844930215936,352,563
667866724293877760,916,2751
667861340749471744,72,224
667832474953625600,56,263
667806454573760512,430,943
667801013445750784,83,290
667793409583771648,291,622
667782464991965184,214,367
667773195014021121,46,210
667766675769573376,193,385
667728196545200128,130,331
667724302356258817,277,435
667550904950915073,29,0
667550882905632768,26,0
667549055577362432,1991,5187
667546741521195010,110,306
667544320556335104,471,774
667538891197542400,58,178
667534815156183040,459,730
667530908589760512,209,419
667524857454854144,987,1527
667517642048163840,170,336
667509364010450944,1889,6171
667502640335572993,196,491
667495797102141441,234,467
667491009379606528,196,466
667470559035432960,85,227
667455448082227200,53,174
667453023279554560,75,284
667443425659232256,505,692
667437278097252352,208,405
667435689202614272,78,273
667405339315146752,199,421
667393430834667520,50,172
667369227918143488,147,333
667211855547486208,213,435
667200525029539841,231,556
