id_str,retweet_count,favorite_count
817502432452313088,3203,0
817423860136083457,13821,32356
817415592588222464,902,5376
817181837579653120,8006,0
817171292965273600,1908,8423
817120970343411712,2459,11713
817056546584727552,1549,8265
816829038950027264,4457,0
816816676327063552,1919,9626
816697700272001025,2081,9399
816450570814898180,7593,29122
816336735214911488,1831,8284
816091915477250048,2014,8600
816062466425819140,958,0
816014286006976512,4957,0
815990720817401858,958,4756
815966073409433600,8006,21488
815745968457060357,3925,0
815736392542261248,2151,9463
815639385530101762,1569,7926
815390420867969024,3624,9943
814986499976527872,1204,7362
814638523311648768,2558,10855
814578408554463233,5543,0
814530161257443328,1755,8323
814153002265309185,8225,27670
813944609378369540,3013,0
813910438903693312,1764,8968
813812741911748608,13248,35076
813800681631023104,1672,8010
813217897535406080,6947,17916
813202720496779264,1733,8906
813187593374461952,4119,19133
813172488309972993,1838,8935
813157409116065792,2092,7473
813142292504645637,2280,8203
813130366689148928,426,4336
813127251579564032,2958,11381
813112105746448384,2603,9943
813096984823349248,3447,10183
813081950185472002,2644,9558
813066809284972545,1865,7661
813051746834595840,6983,20210
812781120811126785,1808,7258
812709060537683968,1373,6383
812503143955202048,1169,5851
812466873996607488,1827,7680
812372279581671427,3490,13144
811985624773361665,1332,7018
811744202451197953,1511,7275
811647686436880384,701,5398
811627233043480576,2911,12258
811386762094317568,6074,20140
810984652412424192,1358,5129
810896069567610880,1669,8676
810657578271330305,2511,10568
810284430598270976,10677,33858
810254108431155201,3218,14181
809920764300447744,3751,15017
809808892968534016,4665,0
809448704142938112,1394,6718
809220051211603969,5335,19188
809084759137812480,3365,12751
808838249661788160,2909,9791
808733504066486276,2061,7623
808501579447930884,2485,10938
808344865868283904,19785,40796
808134635716833280,5614,0
808106460588765185,2095,8525
808001312164028416,3363,12050
807621403335917568,3450,14075
807106840509214720,52581,113381
807059379405148160,6992,0
807010152071229440,3696,12683
806629075125202948,32918,71699
806620845233815552,5232,0
806576416489959424,1859,4728
806542213899489280,2252,9866
806242860592926720,11064,0
806219024703037440,1150,6235
805958939288408065,5103,0
805932879469572096,1833,8025
805826884734976000,1741,6346
805823200554876929,7608,0
805520635690676224,1581,5558
805487436403003392,2411,8486
805207613751304193,1645,7586
804738756058218496,3654,13199
804475857670639616,1924,5933
804413760345620481,3066,0
804026241225523202,15304,42728
803773340896923648,2614,9701
803692223237865472,7063,0
803638050916102144,3957,10555
803380650405482500,1793,7513
803321560782307329,5047,0
803276597545603072,2330,9690
802952499103731712,1908,8718
802624713319034886,2771,0
802600418706604034,1399,6872
802572683846291456,2407,8663
802323869084381190,5583,15595
802265048156610565,1318,6709
802239329049477120,2506,8788
802185808107208704,260,0
801958328846974976,1620,7483
801854953262350336,222,1745
801538201127157760,1987,7948
801285448605831168,785,5840
801167903437357056,5614,23534
801127390143516673,3772,0
801115127852503040,2008,7794
800859414831898624,91,655
800855607700029440,1533,0
800751577355128832,2670,10247
800513324630806528,2867,12710
800459316964663297,2087,9186
800443802682937345,4107,0
800388270626521089,2663,10768
800188575492947969,3770,0
800141422401830912,2431,14743
800018252395122689,12519,27277
799774291445383169,4444,0
799757965289017345,2043,8091
799422933579902976,1831,7797
799308762079035393,5180,0
799297110730567681,2613,9528
799063482566066176,2381,7804
798933969379225600,4235,12611
798925684722855936,1383,7273
798705661114773508,6329,0
798701998996647937,7380,0
798697898615730177,6198,0
798694562394996736,4733,0
798686750113755136,2213,0
798682547630837760,4510,0
798673117451325440,5309,0
798665375516884993,3734,0
798644042770751489,1770,0
798628517273620480,1889,0
798585098161549313,5382,0
798576900688019456,5591,0
798340744599797760,3194,0
798209839306514432,2459,10083
797971864723324932,2950,11156
797545162159308800,4680,14073
797236660651966464,6261,19226
797165961484890113,25,217
796904159865868288,8510,0
796865951799083009,1861,7428
796759840936919040,2891,11383
796563435802726400,6878,0
796484825502875648,1677,7294
796387464403357696,3963,10624
796177847564038144,13608,0
796149749086875649,13608,31023
796125600683540480,1714,4810
796116448414461957,2293,8782
796080075804475393,2201,8154
796031486298386433,3561,10437
795464331001561088,22348,47542
795400264262053889,2727,9666
795076730285391872,5185,15605
794983741416415232,3205,0
794926597468000259,2197,9861
794355576146903043,9819,0
794332329137291264,2572,9288
794205286408003585,3167,8907
793962221541933056,4665,16174
793845145112371200,1776,8918
793614319594401792,2989,0
793601777308463104,1542,7690
793500921481273345,2264,10293
793286476301799424,8727,23699
793271401113350145,2296,8399
793256262322548741,7946,19244
793241302385262592,3137,10128
793226087023144960,2761,9438
793210959003287553,2654,8605
793195938047070209,5361,14666
793180763617361921,1906,6667
793165685325201412,2665,9039
793150605191548928,1619,5944
793135492858580992,2399,6189
793120401413079041,3742,12213
792913359805018113,3774,13797
792883833364439040,4072,10896
792773781206999040,1609,7109
792394556390137856,4076,12928
792050063153438720,1697,6886
791821351946420224,20073,0
791784077045166082,9059,0
791780927877898241,3630,0
791774931465953280,21116,43335
791672322847637504,2989,11330
791406955684368384,3925,12681
791312159183634433,2412,8461
791026214425268224,3883,0
790987426131050500,2030,9465
790946055508652032,4457,16110
790723298204217344,2193,0
790698755171364864,1836,7940
790581949425475584,6765,19888
790337589677002753,1802,7565
790277117346975746,3013,12108
790227638568808452,3376,0
789986466051088384,2193,8951
789960241177853952,3906,0
789903600034189313,3936,9942
789628658055020548,1680,7220
789599242079838210,1828,6482
789530877013393408,3205,11289
789314372632018944,2175,8324
789280767834746880,4669,0
789268448748703744,2487,8795
789137962068021249,2653,9375
788908386943430656,11886,26447
788765914992902144,9819,26322
788552643979468800,6783,0
788412144018661376,5015,14946
788178268662984705,2006,6999
788150585577050112,1217,5885
788070120937619456,3264,0
788039637453406209,1251,5889
787810552592695296,2889,8285
787717603741622272,2633,9868
787397959788929025,2716,10503
787322443945877504,1650,7517
787111942498508800,6408,0
786963064373534720,7577,25667
786729988674449408,2310,0
786709082849828864,5825,17610
786664955043049472,2410,10199
786595970293370880,2984,9133
786363235746385920,3288,10450
786286427768250368,2687,7665
786233965241827333,4467,14649
786051337297522688,151,1374
786036967502913536,6610,0
785927819176054784,3043,10976
785872687017132033,1700,6445
785639753186217984,2131,7583
785533386513321988,1877,8727
785515384317313025,1191,5889
785264754247995392,1544,6983
785170936622350336,4576,11549
784826020293709826,3066,9718
784517518371221505,2396,8615
784431430411685888,1206,5519
784183165795655680,7608,19244
784057939640352768,10526,28556
783839966405230592,10228,28781
783821107061198850,1861,7084
783695101801398276,3045,10038
783466772167098368,2117,8113
783391753726550016,5181,16219
783347506784731136,5241,0
783334639985389568,11064,27933
783085703974514689,2056,7838
782969140009107456,6992,23199
782747134529531904,1338,7186
782722598790725632,5103,16543
782598640137187329,1787,7503
782305867769217024,5230,15947
782021823840026624,5843,0
781955203444699136,3187,10720
781661882474196992,2574,10030
781655249211752448,1073,3843
781524693396357120,5232,19924
781308096455073793,2422,6854
781251288990355457,1967,8060
781163403222056960,2618,9428
780931614150983680,6878,20776
780858289093574656,1900,6911
780800785462489090,1225,5267
780601303617732608,3169,11606
780543529827336192,1655,6034
780496263422808064,3478,0
780476555013349377,105,0
780459368902959104,1016,5078
780192070812196864,2121,8345
780092040432480260,2173,0
780074436359819264,4665,11594
779834332596887552,6610,18022
779377524342161408,2942,8383
779124354206535695,17248,0
779056095788752897,4284,14145
778990705243029504,6764,19038
778774459159379968,9312,0
778764940568104960,345,829
778748913645780993,1231,6564
778650543019483137,1412,5499
778624900596654080,958,4405
778408200802557953,4079,13054
778396591732486144,11513,0
778383385161035776,1034,5595
778286810187399168,3122,9905
778039087836069888,2504,8097
778027034220126208,1512,6294
777953400541634568,3321,0
777885040357281792,1540,6083
777684233540206592,2771,10768
777641927919427584,3981,0
777621514455814149,2370,8362
777189768882946048,4054,13550
776819012571455488,12846,0
776813020089548800,1136,4674
776477788987613185,2604,8394
776249906839351296,8606,0
776218204058357768,14946,28501
776201521193218049,2376,9157
776113305656188928,4107,11294
776088319444877312,142,1743
775898661951791106,15786,0
775842724423557120,2503,11214
775733305207554048,3772,13292
775729183532220416,4357,12438
775364825476165632,2775,7049
775350846108426240,3687,9714
775085132600442880,4444,14858
774757898236878852,1683,8262
774639387460112384,1638,6450
774314403806253056,5180,20860
773985732834758656,3636,10301
773922284943896577,1649,6130
773704687002451968,1524,6322
773670353721753600,1245,5124
773547596996571136,5780,21107
773336787167145985,4761,0
773308824254029826,7064,22338
773247561583001600,3062,9037
773191612633579521,3879,9554
772877495989305348,3645,8183
772826264096874500,2232,7687
772615324260794368,3175,0
772581559778025472,1607,6207
772193107915964416,1307,5743
772152991789019136,1067,3647
772117678702071809,695,3603
772114945936949249,447,2617
772102971039580160,883,3825
771908950375665664,1782,6279
771770456517009408,3194,11471
771500966810099713,2455,7893
771380798096281600,4761,10055
771171053431250945,6989,0
771136648247640064,2750,8741
771102124360998913,1354,5954
771014301343748096,1560,6585
770787852854652928,1126,4702
770772759874076672,1342,4952
770655142660169732,1685,7021
770414278348247044,1964,6048
770293558247038976,1374,5918
770093767776997377,2866,0
770069151037685760,2152,7240
769940425801170949,8980,29755
769695466921623552,1588,6138
769335591808995329,7251,0
769212283578875904,1624,5145
768970937022709760,6104,13590
768909767477751808,2496,0
768855141948723200,838,3994
768609597686943744,1122,3911
768596291618299904,1209,4815
768554158521745409,5469,0
768473857036525572,3214,12981
768193404517830656,3321,10367
767884188863397888,1280,4525
767754930266464257,5047,15232
767500508068192258,2186,7150
767191397493538821,3536,11720
767122157629476866,2690,9689
766793450729734144,1275,4822
766714921925144576,356,2491
766693177336135680,745,3840
766423258543644672,1474,5719
766313316352462849,1767,6452
766078092750233600,2462,0
766069199026450432,794,4015
766008592277377025,468,3596
765719909049503744,2028,6911
765669560888528897,1154,4932
765395769549590528,3181,25506
765371061932261376,2046,6767
765222098633691136,3175,11068
764857477905154048,1669,6163
764259802650378240,1418,5733
763956972077010945,50,739
763837565564780549,3883,11954
763183847194451968,1392,5126
763167063695355904,2814,0
763103485927849985,2160,7028
762699858130116608,3376,11550
762471784394268675,6008,10681
762464539388485633,3906,9796
762316489655476224,1039,4560
762035686371364864,14547,30234
761976711479193600,1862,5141
761750502866649088,3647,0
761745352076779520,812,4082
761672994376806400,27229,46962
761599872357261312,1113,3941
761371037149827077,16956,0
761334018830917632,1362,4925
761292947749015552,1022,4272
761227390836215808,1475,5081
761004547850530816,3264,10804
760893934457552897,909,3630
760656994973933572,1778,6264
760641137271070720,1205,4756
760539183865880579,3388,7193
760521673607086080,1303,3986
760290219849637889,10752,25495
760252756032651264,811,3764
760190180481531904,1677,5437
760153949710192640,30,0
759943073749200896,1952,5637
759846353224826880,1838,6386
759793422261743616,1785,5672
759557299618865152,1124,4455
759447681597108224,2310,8076
759446261539934208,459,1590
759197388317847553,1824,5791
759159934323924993,1090,0
759099523532779520,3890,13806
759047813560868866,1877,6156
758854675097526272,857,3383
758828659922702336,3615,10654
758740312047005698,1517,5451
758474966123810816,932,3601
758467244762497024,2055,4549
758405701903519748,1784,4942
758355060040593408,981,3208
758099635764359168,9312,18011
758041019896193024,345,2570
757741869644341248,3068,6525
757729163776290825,7340,0
757725642876129280,1124,4309
757611664640446465,1018,4352
757597904299253760,283,0
757596066325864448,980,4129
757400162377592832,6421,14349
757393109802180609,1613,5516
757354760399941633,1318,4276
756998049151549440,1862,5968
756939218950160384,1875,6314
756651752796094464,1211,4787
756526248105566208,3361,9855
756303284449767430,1030,3747
756288534030475264,16575,41854
756275833623502848,1435,6069
755955933503782912,2675,6925
755206590534418437,4985,15570
755110668769038337,10360,20077
754874841593970688,7371,0
754856583969079297,2345,6541
754747087846248448,485,2449
754482103782404096,1821,5022
754449512966619136,687,3556
754120377874386944,2201,7503
753655901052166144,2031,5530
753420520834629632,3301,7464
753398408988139520,1767,5448
753375668877008896,2173,7254
753298634498793472,5300,0
753294487569522689,973,3169
753039830821511168,19501,35122
753026973505581056,891,3722
752932432744185856,6408,11939
752917284578922496,1466,6593
752701944171524096,2668,0
752682090207055872,1486,5696
752660715232722944,1454,4134
752568224206688256,2124,5200
752519690950500352,3213,6979
752334515931054080,1026,3636
752309394570878976,15117,0
752173152931807232,1705,5639
751950017322246144,850,2897
751937170840121344,1222,4903
751830394383790080,1820,5520
751793661361422336,2680,5495
751598357617971201,2872,7537
751583847268179968,1018,4161
751538714308972544,1167,4790
751456908746354688,937,3065
751251247299190784,5479,11900
751205363882532864,1698,5998
751132876104687617,1204,4800
750868782890057730,1275,4545
750719632563142656,4669,12466
750506206503038976,1072,4199
750429297815552001,3981,12459
750383411068534784,1061,4324
750381685133418496,27,676
750147208377409536,887,2958
750132105863102464,1205,3426
750117059602808832,1231,4122
750101899009982464,788,2899
750086836815486976,497,2053
750071704093859840,3093,7373
750056684286914561,841,3000
750041628174217216,577,3007
750026558547456000,732,2572
750011400160841729,836,3050
749996283729883136,765,2886
749981277374128128,2309,4843
749774190421639168,1241,4425
749417653287129088,1534,5779
749403093750648834,499,2474
749395845976588288,3213,8089
749317047558017024,2081,5172
749075273010798592,1922,5446
749064354620928000,1433,4561
749036806121881602,741,2934
748977405889503236,3178,10192
748932637671223296,2099,5494
748705597323898880,891,2628
748699167502000129,1478,4484
748692773788876800,1244,4000
748575535303884801,1842,5738
748568946752774144,626,2082
748346686624440324,1144,4940
748337862848962560,3809,7171
748324050481647620,709,3506
748307329658011649,666,3500
748220828303695873,7235,13331
747963614829678593,1990,5454
747933425676525569,2395,6261
747885874273214464,897,2763
747844099428986880,691,2665
747816857231626240,1082,4564
747651430853525504,143,1292
747648653817413632,5421,12149
747600769478692864,528,2198
747594051852075008,963,3469
747512671126323200,1500,5210
747461612269887489,967,3653
747439450712596480,1776,5104
747242308580548608,2696,0
747219827526344708,1459,4960
747204161125646336,848,3171
747103485104099331,3687,9011
746906459439529985,275,2758
746872823977771008,1985,5659
746818907684614144,1622,5022
746790600704425984,1492,4593
746757706116112384,3630,9000
746726898085036033,1668,5717
746542875601690625,1768,4759
746521445350707200,916,0
746507379341139972,1003,4402
746369468511756288,1514,5854
746131877086527488,2031,6490
746056683365994496,755,3376
745789745784041472,986,3752
745712589599014916,2165,6606
745433870967832576,2354,6657
745422732645535745,2236,8072
745314880350101504,2535,6721
745074613265149952,3244,7405
745057283344719872,2077,6858
744995568523612160,573,2789
744971049620602880,2482,7415
744709971296780288,1465,5306
744334592493166593,1967,6420
744234799360020481,71973,146857
744223424764059648,333,1549
743980027717509120,1023,3947
743895849529389061,897,3452
743835915802583040,1911,0
743609206067040256,1291,4216
743595368194129920,6053,17218
743545585370791937,878,3327
743510151680958465,3474,7505
743253157753532416,1139,3990
743222593470234624,1776,5840
743210557239623680,1259,3611
742534281772302336,3331,6645
742528092657332225,1823,4168
742465774154047488,3655,6842
742423170473463808,3478,9248
742385895052087300,1816,6396
742161199639494656,1266,4059
742150209887731712,1434,4795
741793263812808706,1402,4277
741743634094141440,2549,7679
741438259667034112,758,3472
741303864243200000,2984,8266
741099773336379392,5119,9363
741067306818797568,2866,9007
740995100998766593,2519,5941
740711788199743490,882,3193
740699697422163968,720,2691
740676976021798912,6329,17106
740373189193256964,12335,33020
740365076218183684,392,2289
740359016048689152,808,3086
740214038584557568,1815,6289
739979191639244800,5469,18778
739932936087216128,997,3817
739844404073074688,803,3587
739623569819336705,1259,3544
739606147276148736,1524,5066
739544079319588864,19591,37008
739485634323156992,2684,6684
739238157791694849,53740,108719
738891149612572673,6,95
738885046782832640,1059,3552
738883359779196928,730,3088
738537504001953792,1422,4769
738402415918125056,760,3053
738184450748633089,1128,4043
738166403467907072,3087,8204
738156290900254721,593,2327
737826014890496000,1633,4925
737800304142471168,3214,9410
737678689543020544,1223,4720
737445876994609152,4129,9614
737322739594330112,748,3373
737310737551491075,6855,13718
736736130620620800,1578,3954
736392552031657984,6783,16605
736365877722001409,1140,3736
736225175608430592,2589,7613
736010884653420544,2747,7362
735991953473572864,1048,3348
735648611367784448,1031,3790
735635087207878657,2178,5769
735274964362878976,4628,12233
735256018284875776,817,3128
735137028879360001,896,2939
734912297295085568,487,2588
734787690684657664,5858,11744
734776360183431168,495,2367
734559631394082816,362,1397
733828123016450049,727,3348
733822306246479872,951,3447
733482008106668032,865,2927
733460102733135873,1164,3925
733109485275860992,15786,50100
732732193018155009,491,2275
732726085725589504,815,3347
732585889486888962,721,3419
732375214819057664,2319,7559
732005617171337216,4957,13939
731285275100512256,920,3280
731156023742988288,1166,3599
730924654643314689,1824,5740
730573383004487680,1958,4545
730427201120833536,959,3262
